case_number,image_id,source,prompt,evaluation_seed
8815,28115,coco-30k,A train with lights on riding down a track in front of buildings.,37589
8816,214701,coco-30k,A giraffe and a gazelle that are grazing together in a zoo.,5951
8817,297323,coco-30k,Two buses are parked against a curb in front of a building.,38719
8818,1561,coco-30k,Small bird sitting on a skateboard posed in front of dark blue background cloth.,80255
8819,333826,coco-30k,A red fire hydrant between some yellow poles,49034
8820,187610,coco-30k,A giraffe is standing between two trees and some rocks. ,28039
8821,518438,coco-30k,A string of stoplights is going across the street.,30368
8822,58174,coco-30k,A blue bus sitting in the middle of a street.,99221
8823,247543,coco-30k,There is a yellow and green train seen riding on the tracks,48128
8824,443492,coco-30k,A group of men on a city side walk.,86380
8825,328836,coco-30k,A woman walking down a street next to a blurry man.,10650
8826,252970,coco-30k,A double decker bus driving down a street.,12864
8827,299720,coco-30k,A giraffe is peeking around the side of a wall at the camera.,61851
8828,518721,coco-30k,A hand holding a carrot feeding a giraffe under a tent,20393
8829,191474,coco-30k,A car is stopped for a red light at an intersection. ,81752
8830,326312,coco-30k,There is a red fire hydrant in the middle of a sidewalk,77695
8831,28826,coco-30k,A bench partially buried in sand on a beach near the ocean.,2937
8832,153783,coco-30k,"Dog statue wearing a hat, sunglasses and stars and strips bunting.",71163
8833,308362,coco-30k,A long bus driving on a city street past a building.,10662
8834,434867,coco-30k,An orange and grey trolley on street next to a building.,14485
8835,563641,coco-30k,There is a blue and yellow train stopped at a train stop,80145
8836,79188,coco-30k,There are two giraffes sitting together in the wild,24467
8837,126131,coco-30k,A very large train is traveling down the railroad tracks. ,48270
8838,299573,coco-30k,Two giraffe standing next to each other on top of a field.,76808
8839,306230,coco-30k,A gas station on the corner of a street next to a traffic light.,48712
8840,41867,coco-30k,A bird aggressively protects his patch of turf.,4049
8841,368302,coco-30k,There is a stop sign with a factory in the distance.,75353
8842,43561,coco-30k,People walking in the dirt where buses and vehicles are parked.,20739
8843,128920,coco-30k,A man riding a bike down a street next to a street sign.,77482
8844,258350,coco-30k,People standing on a sidewalk near a parked bus at night.,41673
8845,412807,coco-30k,A cat sitting on a wooden bench outside.,16712
8846,338452,coco-30k,A bird is standing upright in the water and leaves.,31058
8847,299448,coco-30k,A train is going down the track under a bridge.,84443
8848,313627,coco-30k,A couple sitting on a park bench looking at the city.,24912
8849,137634,coco-30k,A yellow and green fire hydrant in Canada.,30518
8850,333365,coco-30k,A large white airplane in a stationary position.,5376
8851,290741,coco-30k,A small bird on a wooden board on the water.,55805
8852,526341,coco-30k,Two giraffes are standing next to each other by trees.,94774
8853,71004,coco-30k,A man in black hoodie playing with a dog.,83197
8854,108088,coco-30k,A group of giraffes in a fenced in enclosure.,21455
8855,521465,coco-30k,A group of sheep in front of a building.,43056
8856,112212,coco-30k,A long large train on a steel track.,19019
8857,356241,coco-30k,A bird flying outside the window of a building.,13442
8858,475710,coco-30k,An airplane at the gate in an airport. ,63318
8859,221281,coco-30k,A group of giraffes walking in the sand.,95976
8860,281455,coco-30k,A flock of small birds flying in the sky over the water.,56364
8861,303439,coco-30k,"A group of pigeons, swans and ducks clustering around water. ",67798
8862,543497,coco-30k,A Cat looking at a bird that is on the other side of a window.,76075
8863,161470,coco-30k,a little bird taking a bath in a bird bath ,43995
8864,361439,coco-30k,A giraffe standing next to a log in a fenced in enclosure with people walking on the other side of the fence.,34444
8865,417876,coco-30k,Two giraffes are standing together outside near a wall.,92704
8866,74711,coco-30k,Two ducks floating together on a body of water. ,30439
8867,450223,coco-30k,A shot of several cars in front of a gas station.,2022
8868,484026,coco-30k,Two black birds sit on a log bench near the ocean.,58446
8869,18295,coco-30k,A train traveling down the train tracks along the country side. ,40927
8870,521141,coco-30k,A shot of a road in a city with a no peddling sign.,83290
8871,129699,coco-30k,Upward view of street sign and traffic light in front of office building.,55472
8872,342490,coco-30k,A airplane is taking off near a grassy area.,2205
8873,76625,coco-30k,A train with headlights traveling on a track past pedestrians.,27196
8874,233327,coco-30k,A yellow bird sitting on an oddly curved branch.,9319
8875,280710,coco-30k,A group of people walking down a city street near a bus.,77936
8876,375087,coco-30k,A black bird that is sitting on a branch.,9398
8877,18191,coco-30k,A black and yellow fire hydrant on a city sidewalk.,6897
8878,325152,coco-30k,A forest with many tall trees all around.,86695
8879,492544,coco-30k,A single giraffe that is walking in a field. ,90304
8880,580757,coco-30k,A fire hydrant that has the stars and stripes on it.,53811
8881,175994,coco-30k,A yellow and rd train parked in a train station.,20537
8882,348793,coco-30k,A close up of a fire hydrant with a skyscraper in the background.,49249
8883,114313,coco-30k,A man with a wrench turning off a fire hydrant.,26011
8884,503197,coco-30k,A large blue and white bus parked on the road.,97116
8885,435324,coco-30k,A school bus that has a great deal of graffiti on it.,81441
8886,350334,coco-30k,Street signs for 92nd and Bayview in front of utility wires against the sky.,33933
8887,517890,coco-30k,a couple is waving a flag while stanidg on a pole,44323
8888,503951,coco-30k,Two birds that are sitting next to each other.,2260
8889,580931,coco-30k,Three birds sitting next to each other on an electrical wire.,10536
8890,523811,coco-30k,A small bird perched on a piece of wood.,35718
8891,212895,coco-30k,a single giraffe standing in the middle of a field ,171
8892,369675,coco-30k,A passenger train is sitting at a station.,89079
8893,308764,coco-30k,A woman is holding an perched owl above her head.,98459
8894,419080,coco-30k,"A sign sitting next to a sidewalk with a garbage can, traffic cone, and several fire hydrants on it.",38117
8895,33830,coco-30k,a man assisting a woman shearing a sheep with several children watching,21536
8896,211054,coco-30k,A train traveling past a factory with tons of smoke pouring out of it's stacks.,39669
8897,88432,coco-30k,Some street signs near a road with a truck.,49054
8898,575428,coco-30k,A train passing through the greenery and a person standing in engine.,62549
8899,332502,coco-30k,An airplane crossing above a metal structure on a cloudy day.,77963
8900,220621,coco-30k,A fire hydrant sitting in front of a group of flowers.,32154
8901,233963,coco-30k,A stop sign that is right by a road.,57706
8902,345823,coco-30k,A stop sign that is by a road by the beach.,54134
8903,216618,coco-30k,A large white bus and many cars on a road.,88801
8904,527580,coco-30k,A train with passengers is standing on the track while some people are resting in the shade.,1739
8905,32724,coco-30k,a group of giraffes run across a field,27930
8906,228122,coco-30k,Fancy traffic light with arrows and a mirror.,56721
8907,361221,coco-30k,Black and white picture of of a Southern Pacific locomotive. ,92473
8908,536720,coco-30k,A little girl climbing up steps to touch a giraffe.,31876
8909,249909,coco-30k,A giraffe grazing from shrubs next to the road,39090
8910,133000,coco-30k,A city view of an E-train on a track,48857
8911,91359,coco-30k,A monorail train is traveling on a track.,96080
8912,260275,coco-30k,A traffic light with car passing underneath on the road.,23023
8913,450458,coco-30k,A car and a train on a city street.,6914
8914,181948,coco-30k,A traffic light and many cars on a road.,40611
8915,84389,coco-30k,A bench on top of stone tiles surrounded by trees.,86792
8916,185941,coco-30k,A telephone booth and a red bus on the side of the street.,98005
8917,141587,coco-30k,A distant airplane flying between two large buildings.,21984
8918,281512,coco-30k,A man walking towards a stop sign on the sidewalk.,48056
8919,463151,coco-30k,Crowds of people have lined a street to watch a parade.,54552
8920,22979,coco-30k,A group of people are unloading from a bus.,35863
8921,372317,coco-30k,A vintage red tour bus parked on the side of the street.,96316
8922,552752,coco-30k,A man hangs off a stationary train indoors.,81266
8923,51119,coco-30k,A bus that has been burned is sitting in pieces on the street.,32680
8924,32682,coco-30k,A giraffe standing in a lush green field with lots of plants.,39420
8925,53580,coco-30k,A young man sitting on a bus up against a window.,85106
8926,410932,coco-30k,A red stop sign sitting on the side of a road.,99201
8927,1590,coco-30k,A load of trash or work supplies in a dumpster outside.,57633
8928,543577,coco-30k,A group of young men standing outside of a subway train.,96377
8929,35940,coco-30k,A street sign sitting on the corner of a sidewalk.,96854
8930,502336,coco-30k,A group of people walking down a street next to a tall building.,21544
8931,186322,coco-30k,A silver rusted looking fire hydrant sitting in the middle of a walkway.,30662
8932,289855,coco-30k,The bird is perched alone on the bannister. ,1485
8933,517623,coco-30k,Three red two deck buses along a city street.,58088
8934,274957,coco-30k,a street sign on a pole against the sky,23951
8935,157269,coco-30k,several men on a street corner repairing a street sign,33074
8936,108272,coco-30k,"A policeman, cameraman, and reporter stand near a police checkpoint.",1500
8937,79955,coco-30k,Pickup truck on a ramp preparing to merge with heavy Interstate highway traffic.,23399
8938,186497,coco-30k,A woman feeding a giraffe under a tent. ,61498
8939,56821,coco-30k,A street light and some trees on a street.,79375
8940,248771,coco-30k,an image of a street scene with traffic lights,55150
8941,493805,coco-30k,Two giraffes in a zoo look at their surroundings,69867
8942,458755,coco-30k,Young woman with sheep on straw covered floor.,98457
8943,575410,coco-30k,A train travels through a rural area as it blows smoke,49142
8944,68715,coco-30k,"A street sign with the name of a street on it, and next to it is a post with various names up and down the post.",21021
8945,52726,coco-30k,Red wrong way sign in front of a church,1487
8946,52368,coco-30k,"Several benches in a park area, with flowers and an umbrella above a table",40916
8947,433124,coco-30k,"A blue, orange and white double decker bus on a road.",18156
